GENE	ALL_0.1%	%ALL_0.1%	%OEratio	%ExAC_0.05%popn	OEratio-percentile[ExAC]	LoF-FDR[ExAC]	ExAC_v2_0.05%popn	%ExAC_v2_0.05%popn	Edge Case (ExAC_v2)	OEratio-percentile[ExAC_v2]
SCO1	-0.18	39.95	Y	33.35	64.4192	0.05365907	-0.2716	36.9404	N	74.7409
SCO2	-0.62	17.31	NA	73.7	61.7478	0.6301587	0.4320	69.0127	N	74.7525
SCOC	0.7	85.34	NA	54.47	99.9502	0.9042206	0.1653	57.4878	Y	88.1376
SCP2	-0.8	12.24	NA	13.05	37.5719	0.4160982	-1.0598	11.9159	N	54.3391
SCP2D1	0.55	81.22	NA	57.82	91.1560	0.8151183	0.1437	56.4614	Y	84.7855
SCPEP1	-0.45	24.33	NA	26.85	84.7622	0.5671535	0.1141	55.0244	N	95.3685
SCRG1	0.01	54.63	Y	58.5	78.0144	0.8485588	0.1353	56.0508	Y	65.7848
SCRIB	-2.44	1.03	NA	22.56	23.2743	8.64E-07	-0.0781	45.7478	N	20.9634
SCRN1	0.2	67.19	NA	24.84	59.4192	0.1545608	-0.5126	27.0674	N	35.3731
SCRN2	0.76	86.8	NA	83.63	42.4945	0.7295104	1.0728	87.5758	N	86.3950
SCRN3	0	53.85	NA	81.34	87.2954	0.6099493	0.0673	52.7273	N	72.9752
SCRT1	NA	NA	NA	44.95	3.4790	0.8617995	0.0896	53.8807	Y	6.2931
SCRT2	NA	NA	NA	NA	13.2467	0.6858104	NA	NA	NA	NA
SCT	NA	NA	NA	NA	27.3230	0.7488325	NA	NA	NA	NA
SCTR	0.55	81.6	NA	86.05	92.8650	0.8394666	0.4274	68.8172	N	75.7425
SCUBE1	-1.45	3.93	NA	28.56	34.0487	0.00037218	-0.2155	39.4233	N	28.5243
SCUBE2	-0.7	14.81	NA	18.6	68.1969	0.6659848	0.1876	58.5435	N	64.7600
SCUBE3	-0.22	37.66	NA	8.71	35.2655	1.14E-06	-0.8974	15.7478	N	28.8832
SCX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCXA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCYL1	0.47	78.83	NA	50.27	28.6062	0.02615	-0.0965	44.9071	N	61.4196
SCYL2	0.04	57.41	NA	7.58	49.2699	8.14E-05	-0.9426	14.4770	N	38.7657
SCYL3	0.31	72.71	NA	51.26	42.3728	0.001576041	-0.0106	48.9247	N	44.5203
SDAD1	-0.04	50.5	NA	64.91	75.2157	0.03190784	0.2157	59.7654	N	65.1711
SDC1	0.89	89.14	NA	60.74	48.2688	0.1731667	-0.0822	45.5523	N	52.6776
SDC2	0.1	61.49	Y	62.9	85.1936	0.2031753	0.0239	50.5767	Y	63.7816
SDC3	-0.02	52.25	NA	81.99	48.3075	0.1577417	0.7621	80.6256	N	39.1015
SDC4	-0.16	41.64	Y	43.89	98.2577	0.6016039	0.0110	49.9413	N	93.6548
SDCBP	-0.52	21.2	NA	38.82	24.4746	0.7184859	-0.2172	39.3451	N	21.0849
SDCBP2	1.33	94.17	NA	95.02	55.4812	0.1210016	0.9480	84.9951	N	87.3907
SDCCAG3	0.47	78.8	NA	75.69	85.4314	0.5098384	0.2445	61.0362	N	80.7329
SDCCAG8	-0.15	42.23	NA	26.19	72.3009	0.05019879	-0.3585	33.2551	N	59.4685
SDE2	0.06	58.85	NA	44.48	57.2954	0.5376204	-0.1909	40.4301	N	61.4890
SDF2	0.33	73.11	Y	41.27	22.5996	0.08691536	-0.0674	46.2072	N	53.7139
SDF2L1	NA	NA	NA	NA	88.7721	0.8712407	0.5057	71.9355	Y	93.6027
SDF4	-0.6	18.14	NA	78.25	48.0973	0.6528768	0.3118	63.9687	N	90.3028
SDHA	-0.86	10.95	NA	16.76	37.0852	0.3862057	-0.9183	15.1320	N	44.5782
SDHAF1	NA	NA	NA	NA	20.4093	0.9748003	NA	NA	NA	NA
SDHAF2	0.01	54.95	Y	57.43	29.8341	0.9266393	0.0182	50.3226	Y	71.4989
SDHAF3	0.3	72.01	Y	62.41	97.5940	0.6955023	0.0923	53.9883	Y	90.1059
SDHAF4	0.57	81.89	NA	73.91	76.3772	0.4624356	0.5171	72.3754	Y	47.5714
SDHB	0.53	80.73	NA	63.3	65.2765	0.06755628	0.1418	56.3734	N	45.9851
SDHC	0.39	75.87	Y	33	55.2102	0.5033305	-0.0332	47.7908	Y	65.7269
SDHD	0.46	78.16	Y	64.53	98.2909	0.08567732	-0.0088	48.9932	Y	96.9895
SDK1	-4.63	0.08	NA	20.85	50.9569	3.21E-08	-0.3867	32.0137	N	54.8370
SDK2	-2.47	0.98	NA	92.37	33.1637	7.88E-06	1.0545	87.2532	N	28.4896
SDPR	0.22	68.38	NA	74.56	56.6095	0.5744674	0.1681	57.6246	N	75.9277
SDR16C5	0.1	61.49	Y	19.96	93.2080	0.5062382	-0.6575	22.1799	N	75.7135
SDR39U1	1.46	95.21	NA	97.58	73.1361	0.7967188	1.4238	92.9912	N	97.2211
SDR42E1	1.2	92.98	NA	99.05	85.0830	0.7302825	2.0130	97.0577	N	83.8708
SDR9C7	0.33	73.54	NA	43.09	51.8197	0.4068539	-0.0750	45.8847	N	34.1805
SDS	-0.42	25.56	NA	32.26	26.7367	0.4990723	-0.3001	35.7478	N	77.5893
SDSL	0.62	83.42	NA	77.99	95.3816	0.9706868	0.3152	64.0860	N	73.4731
SEBOX	0.82	87.87	NA	94.02	NA	NA	0.6635	77.4780	N	NA
SEC11A	-0.03	51.04	Y	31.32	7.7046	0.3362752	0.0311	50.9677	Y	37.4747
SEC11C	-0.03	51.04	Y	47.05	4.7069	0.3429261	-0.2309	38.7488	Y	8.0067
SEC13	-0.43	25.37	NA	18.13	62.0575	0.02013449	-0.7632	19.1202	N	93.9733
SEC14L1	-0.62	17.4	NA	7.42	20.2765	0.0250517	-0.7358	19.9511	N	16.7024
SEC14L2	0.24	69.21	NA	41.35	44.6626	0.4712962	-0.1422	42.6002	N	77.3925
SEC14L3	1.16	92.59	NA	89.42	86.2942	0.9963224	0.9560	85.2590	N	85.2950
SEC14L4	1.07	91.67	NA	91.19	56.9414	0.193033	0.8533	83.0401	N	88.4560
SEC14L5	-1.7	2.54	NA	5.69	60.1272	0.4006348	-0.7335	20.0196	N	50.4545
SEC14L6	NA	NA	NA	NA	89.0542	0.2305098	NA	NA	NA	NA
SEC16A	-2.29	1.23	NA	73.88	60.9624	1.27E-09	0.9554	85.2297	N	67.4289
SEC16B	3.61	99.54	NA	99.36	68.0144	0.1095798	3.1691	99.1887	N	70.6826
SEC22A	-0.16	41.25	Y	29.6	54.3695	0.01336142	-0.3712	32.6979	N	90.9338
SEC22C	-0.18	39.95	Y	60.48	77.4668	0.7430226	0.1745	57.9081	N	71.4120
SEC23A	-0.78	12.88	NA	8.48	27.7876	0.04498794	-1.3055	8.1916	N	26.5038
SEC23B	0.49	79.61	NA	27.61	57.4226	0.2903361	-0.3943	31.7400	N	50.2518
SEC23IP	0.16	64.96	NA	7.09	73.0752	7.56E-05	-0.6456	22.5709	N	81.8445
SEC24A	-1.06	7.55	NA	10.2	49.3529	0.001103845	-0.7657	19.0518	N	57.5059
SEC24B	-1.3	4.92	NA	14.94	57.8374	2.78E-08	-1.1476	10.4301	N	54.5302
SEC24C	-0.97	8.98	NA	15.92	24.7456	1.05E-09	-0.6802	21.5543	N	23.6844
SEC24D	1.18	92.84	NA	68.39	59.8451	0.002312118	0.8048	81.7986	N	83.8997
SEC31A	-0.99	8.63	NA	9.16	33.8827	0.000023151	-0.6334	22.8935	N	31.6969
SEC31B	2.08	97.82	NA	93.48	83.2135	0.7268909	1.4491	93.2454	N	58.7275
SEC61A1	-0.54	20.26	NA	12.43	1.3993	0.008538102	-0.7800	18.6706	N	0.9842
SEC61A2	-0.43	25.15	Y	14.8	8.2467	0.02169245	-0.8983	15.7283	N	8.8578
SEC61B	-0.1	46.2	Y	52.17	4.0210	0.1998674	0.1482	56.6569	Y	19.0471
SEC61G	0.15	63.81	NA	62.78	4.8728	0.5571294	0.0159	50.2248	Y	5.0889
SEC62	0.37	75.12	NA	31.96	17.0741	0.005883287	-0.2955	35.9335	N	10.5309
SEC63	-0.58	18.72	NA	12.11	25.7633	0.05473754	-1.0545	12.0332	N	9.6277
SECISBP2	-0.53	20.82	NA	8.4	33.9159	0.07225067	-0.9118	15.3372	N	76.0030
SECISBP2L	-0.93	9.68	NA	7.12	45.4038	0.000132026	-1.2594	8.8368	N	26.7412
SECTM1	0.91	89.47	NA	82.59	65.6305	0.2781187	0.5449	73.3627	N	82.1108
SEH1L	-0.12	45.13	NA	26.51	20.7467	0.01627865	-0.2446	38.1427	N	21.3860
SEL1L	0.15	64.74	NA	9.26	19.5520	0.001082519	-0.8396	17.1457	N	17.5360
SEL1L2	0.42	77.23	NA	84.12	88.6726	0.5922826	0.6708	77.7322	N	94.4248
SEL1L3	-0.13	44.09	NA	25.02	51.5819	0.00014839	-0.0159	48.6315	N	61.3096
SELE	1.33	94.22	NA	59.69	77.7931	0.4125167	0.3001	63.4506	N	68.3900
SELENBP1	-0.64	16.53	NA	67.78	78.9657	0.3898363	0.4187	68.4164	N	77.5488
SELENOF	NA	NA	NA	NA	NA	NA	0.3075	63.8123	Y	NA
SELENOH	0.22	67.92	Y	49.42	99.5188	0.9718017	0.3049	63.6852	Y	94.0138
SELENOI	-0.21	38.58	Y	40.73	20.6361	0.05283221	-0.3568	33.3236	N	11.4688
SELENOK	0.19	66.57	NA	NA	95.6471	0.7910712	0.1596	57.2239	Y	63.3474
SELENOM	-0.21	38.28	NA	62.7	94.6128	1	0.0311	50.9677	Y	48.7408
SELENON	0.62	83.42	NA	71.02	42.1515	0.8586025	0.2818	62.6393	N	57.3786
SELENOO	-0.64	16.76	NA	65.96	73.8717	1	0.3606	66.0704	N	82.8750
SELENOP	0.57	82.08	NA	84.59	66.5210	0.629174	0.4008	67.6833	N	94.1701
SELENOS	-0.1	46.49	Y	79.83	97.6659	0.9964455	0.1992	59.0420	Y	93.1512
SELENOT	-0.05	49.39	Y	43.46	17.3451	0.5349615	-0.2138	39.5210	Y	19.0760
SELENOV	NA	NA	NA	NA	91.7699	0.9979917	NA	NA	NA	NA
SELENOW	NA	NA	NA	64.37	92.4889	0.7611101	0.4159	68.2991	Y	97.8521
SELL	0.79	87.4	NA	53.69	55.6195	0.1242245	-0.0206	48.4360	N	32.3684
SELP	1.01	90.81	NA	92.36	74.5243	0.7994255	1.4201	92.9326	N	80.0845
SELPLG	1.22	93.19	NA	95.2	59.8009	0.4559821	1.3534	92.1505	N	44.6419
SEM1	0.01	54.63	Y	59.13	36.1173	0.4226184	-0.0526	46.9208	Y	10.8956
SEMA3A	0.34	73.68	NA	75.48	33.3573	6.96E-06	0.6077	75.5425	N	26.9496
SEMA3C	-0.62	17.4	NA	7.58	58.8496	0.00042082	-0.4852	28.1329	N	38.1983
SEMA3D	-0.26	34.88	NA	47.24	41.3827	0.004121119	-0.6719	21.7498	N	32.8895
SEMA3E	-0.8	12.49	NA	14.84	42.6438	0.000888357	-0.7506	19.5210	N	27.7311
SEMA3F	-0.26	34.88	NA	8.74	24.0155	1.76E-06	-0.5909	24.3304	N	16.7255
SEMA3G	-0.66	16.07	NA	8.4	60.3153	0.3739549	0.0199	50.4008	N	73.8436
SEMA4A	0.02	55.76	NA	43.62	65.7024	0.001290514	-0.9328	14.7019	N	62.7337
SEMA4B	-0.04	50.54	NA	47.53	35.1272	0.04423684	0.8538	83.0596	N	88.8323
SEMA4C	-0.78	13.05	NA	46.15	21.4436	4.29E-05	-0.1364	42.9032	N	15.3129
SEMA4D	0.12	62.24	NA	28.79	56.4104	4.89E-05	-0.3440	33.8123	N	79.7024
SEMA4F	-1.06	7.52	NA	16.15	40.3650	0.4286046	-0.4315	30.2737	N	53.7313
SEMA4G	-1.13	6.56	NA	61.03	32.1350	0.03715647	0.0286	50.8602	N	62.2995
SEMA5A	-2.89	0.58	NA	11.69	26.0288	0.00394281	-0.9741	13.7146	N	31.0832
SEMA5B	-0.45	23.73	NA	71.8	35.9790	0.01944506	0.2557	61.5054	N	44.6825
SEMA6A	-0.06	48.91	NA	9.96	41.5210	6.30E-07	-2.0365	2.9912	N	42.6099
SEMA6B	NA	NA	NA	9.3	19.0487	0.05789754	-0.1970	40.1857	N	14.6066
SEMA6C	NA	NA	NA	65.92	57.2400	0.5231531	-0.0848	45.4350	N	43.0383
SEMA6D	-0.73	14.24	NA	2.99	52.0962	5.63E-07	-2.1023	2.7664	N	41.9904
SEMA7A	-1.04	7.77	NA	39.81	35.5088	0.1904252	0.1932	58.7683	N	18.9197
SEMG1	0.89	89.24	NA	91.24	63.0420	0.3209435	0.5925	75.0049	N	47.2414
SEMG2	1.07	91.68	NA	79.74	80.5033	0.759662	0.1689	57.6637	N	80.3624
SENP1	-0.05	50.01	NA	13.93	13.4569	1.41E-05	-0.4700	28.6901	N	14.1145
SENP2	-0.14	43.57	NA	15.2	20.0442	2.00E-05	-0.8062	17.9570	N	24.0607
SENP3	NA	NA	NA	NA	11.5597	0.000272718	-0.4396	29.8925	N	6.0383
SENP5	0.38	75.51	NA	25.62	30.4646	6.86E-05	-0.4563	29.2180	N	18.8850
SENP6	0.36	74.68	NA	61.88	63.1416	2.40E-10	0.0127	50.0196	N	41.7125
SENP7	0.49	79.61	NA	20.11	51.0011	1.25E-06	-0.1391	42.7370	N	29.5664
SENP8	-0.03	51.4	Y	34.49	7.0962	0.4211709	-0.2724	36.9013	Y	10.7740
SEP15	NA	NA	NA	NA	36.7699	0.2519062	NA	NA	NA	NA
SEPHS1	-0.65	16.36	NA	16.57	1.8308	0.01968277	-0.6560	22.2385	N	2.8252
SEPHS2	0.59	82.51	NA	52.23	90.0885	0.9419042	-0.1503	42.2581	N	64.0943
SEPSECS	0	53.73	NA	26.47	90.1770	0.388095	-0.5198	26.8231	N	93.6722
SEPT1	0.13	63.2	NA	58.24	48.1195	0.470984	0.3624	66.1486	N	51.8150
SEPT10	-0.29	33.42	NA	33.17	98.0033	0.04722755	-0.1156	43.9394	N	91.2001
SEPT11	-0.32	31.46	Y	22.72	29.0100	0.06705422	-0.5507	25.6891	N	21.7739
SEPT12	-0.38	28.01	NA	48.06	44.8230	0.7709233	0.1350	56.0411	N	53.4186
SEPT14	0.84	88.36	NA	92.98	81.7146	0.3472341	0.9636	85.4545	N	68.1005
SEPT2	-0.01	53.19	Y	24.55	5.9845	0.03905515	-0.6960	21.1144	N	9.1299
SEPT3	-0.3	32.62	Y	47.45	5.3097	0.2810814	-0.3355	34.1838	N	8.8635
SEPT4	-0.8	12.33	NA	37.24	49.7124	0.1476871	-0.0996	44.7410	N	43.6056
SEPT5	-0.34	30.07	Y	11.45	3.4679	0.07895687	-0.8085	17.9081	N	24.3212
SEPT6	-0.25	35.42	Y	67.31	17.5553	0.02637333	-0.0364	49.5298	N	17.3855
SEPT7	NA	NA	NA	NA	7.8761	0.009079218	-0.0286	47.9961	Y	12.7135
SEPT8	-0.69	15.2	NA	9.84	40.9956	0.006883792	-0.7777	18.7097	N	27.7427
SEPT9	-1.5	3.57	NA	25.66	22.2677	0.005364946	-0.4825	28.2307	N	47.4208
SERAC1	0.24	69.51	NA	32.62	58.7168	0.02595819	-0.2951	35.9629	N	78.0177
SERBP1	-0.34	30.07	Y	18.69	10.8518	0.000039638	-0.7218	20.3715	N	12.3488
SERF1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERF1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERF2	NA	NA	NA	52.95	80.5254	0.4459447	-0.0472	47.1750	Y	87.1534
SERGEF	0.82	87.95	NA	76.51	78.1084	0.9049413	0.4590	70.1955	N	97.5337
SERHL2	NA	NA	NA	85.36	92.6825	0.9823731	0.7529	80.3812	N	99.2126
SERINC1	0.28	71.41	NA	23.05	42.5111	0.02564735	-0.3571	33.3138	N	44.6188
SERINC2	0.18	66.17	NA	87.57	77.0133	0.6141739	1.0325	86.8817	N	94.9227
SERINC3	-0.16	42.06	NA	25.31	64.3750	0.005601282	-0.1266	43.4018	N	63.4053
SERINC4	NA	NA	NA	82.11	94.7843	0.1425281	0.8210	82.2385	N	99.7453
SERINC5	-0.2	38.82	NA	32.57	11.4602	0.2069131	-0.3856	32.0626	N	18.3002
SERP1	0.04	56.25	Y	56.76	4.8451	0.811536	0.0999	54.3109	Y	64.7427
SERP2	0.1	60.96	NA	48.97	11.8308	0.6873956	-0.0298	47.9374	Y	1.6152
SERPINA1	0.53	81.01	NA	88.97	84.6626	0.9221326	1.6398	94.9071	N	78.9961
SERPINA10	2.4	98.51	NA	92.8	90.9569	0.6373256	1.3306	91.8182	N	80.0382
SERPINA11	0.02	55.61	NA	20	32.8485	0.7787461	-0.4544	29.2962	N	31.7258
SERPINA12	1.42	94.92	NA	88.9	84.5520	0.6858104	0.5468	73.4506	N	85.0229
SERPINA3	-0.42	25.73	NA	78.44	90.2489	0.9806309	0.8545	83.0792	N	92.2249
SERPINA4	-0.75	13.58	NA	46.34	67.5221	0.8237674	-0.2167	39.3744	N	67.8747
SERPINA5	0.62	83.53	NA	85.6	75.8296	0.142052	1.3660	92.2972	N	67.4231
SERPINA6	-0.49	22.51	NA	54.85	83.0088	0.9294458	-0.1053	44.4477	N	67.7242
SERPINA7	0.99	90.56	NA	58.58	40.1217	0.2227395	0.0541	54.0752	N	44.9546
SERPINA9	2.78	99.02	NA	97.53	49.7235	0.8434284	2.0571	97.1848	N	97.9042
SERPINB1	0.02	55.61	NA	18.47	49.6792	0.3941103	-0.4883	28.0059	N	64.3837
SERPINB10	1.36	94.41	NA	92.7	54.0487	0.2714935	0.9347	84.6725	N	83.1645
SERPINB11	NA	NA	NA	NA	68.7334	0.5879075	1.8228	96.0117	N	57.9575
SERPINB12	0.64	83.98	NA	76.65	87.9425	0.9996429	0.1780	58.0645	N	88.8844
SERPINB13	-0.4	26.73	NA	79.82	86.7976	0.2992897	0.5244	72.6686	N	81.4508
SERPINB2	0.2	67.36	NA	79.8	52.2843	0.2929666	0.5499	73.5679	N	63.7179
SERPINB3	2.18	98.07	NA	94.59	79.9281	0.9799765	0.8119	82.0137	N	86.3892
SERPINB4	-0.33	30.7	NA	77.76	75.5144	0.8478172	0.2563	61.5249	N	79.8935
SERPINB5	0.42	77.16	NA	68.84	72.6659	0.04381142	0.4464	69.6579	N	69.7331
SERPINB6	-0.14	43.77	NA	58.93	83.9436	0.2060336	0.2167	59.8143	N	62.2474
SERPINB7	-0.36	29.16	NA	47.26	88.9325	0.3472569	0.0772	53.2551	N	69.4784
SERPINB8	0.35	74.58	NA	65.33	83.3739	0.5937728	0.6240	76.1584	N	85.8913
SERPINB9	-0.6	17.91	NA	26.2	92.8485	0.42119	-0.0909	45.1417	N	92.4333
SERPINC1	-0.05	50.22	NA	49.39	31.0675	0.000386297	-0.5411	26.0313	N	20.8881
SERPIND1	0.56	81.63	NA	48.33	62.0686	0.6120423	-0.0160	48.6217	N	68.8126
SERPINE1	-0.27	34.71	NA	40.55	49.0653	0.1422755	-0.0027	49.3353	N	62.3748
SERPINE2	-0.4	26.53	NA	22.61	38.4679	0.05553987	-0.4256	30.4888	N	22.0344
SERPINE3	0.11	61.91	NA	47.65	61.3938	0.3984779	0.0361	51.1926	N	33.4453
SERPINF1	-0.6	18.19	NA	89.86	51.8252	0.3764599	0.7621	80.6256	N	71.2673
SERPINF2	-0.78	13.05	NA	49.3	15.8241	0.06241765	0.1510	56.8133	N	28.3680
SERPING1	-0.65	16.44	NA	17.95	30.2710	0.003011459	-0.7948	18.2600	N	23.5859
SERPINH1	-0.6	17.91	NA	15.16	70.8131	0.1200821	-0.7138	20.5670	N	55.7633
SERPINI1	1.15	92.47	NA	70.77	71.9027	0.003115142	0.3224	64.4086	N	63.9785
SERPINI2	0.22	68.27	NA	68.45	79.4082	0.9720143	0.2156	59.7556	N	85.4860
SERTAD1	0.13	63	Y	62.65	46.4602	0.7664172	-0.0560	46.7449	N	37.2894
SERTAD2	-0.51	21.41	NA	24.65	27.3396	0.06821481	0.1030	54.4770	N	29.8558
SERTAD3	-0.32	31.46	Y	27.84	31.8916	0.5083268	-0.1940	40.3030	Y	24.4544
SERTAD4	0.93	89.79	NA	46.83	54.4137	0.004865135	-0.2503	37.8983	N	44.7519
SERTM1	0.04	56.25	Y	52.17	18.1527	0.6534424	-0.0484	47.1261	Y	13.8482
SESN1	-0.84	11.18	NA	5.83	35.2157	0.2697879	-1.1682	10.1369	N	22.1386
SESN2	-0.67	15.86	NA	53.72	30.4591	0.4513725	0.0570	52.2483	N	20.7549
SESN3	-0.32	31.46	Y	22.49	16.8861	0.002591376	-0.6804	21.5445	N	14.7050
SESTD1	-0.47	23.43	NA	8.19	19.6239	0.000804214	-1.0728	11.6618	N	21.2239
SET	0.3	72.01	Y	48.02	0.5918	0.08476366	-0.2252	38.9834	Y	1.0247
SETBP1	-1.12	6.61	NA	9.62	31.7533	4.47E-07	-1.0308	12.5806	N	43.0151
SETD1A	-2.93	0.56	NA	0.74	14.7124	2.89E-10	-2.6198	1.5152	N	14.3403
SETD1B	0.2	67.43	NA	NA	0.6084	0.9937756	NA	NA	NA	NA
SETD2	-0.94	9.42	NA	1.12	19.6073	2.73E-12	-1.9037	3.4800	N	19.4407
SETD3	-0.93	9.55	NA	10.12	23.5730	0.003680706	-0.6457	22.5611	N	20.2107
SETD4	-0.18	40.36	NA	40.29	69.5354	0.9232347	0.1654	57.5073	N	79.8240
SETD5	-0.79	12.6	NA	3.71	39.4414	3.51E-14	-1.3309	7.9570	N	22.3470
SETD6	0.13	63.49	NA	32.43	57.9369	0.9221326	-0.4601	29.0811	N	79.1119
SETD7	0.08	60.31	NA	42.49	33.3296	0.1576043	0.0718	52.9521	N	75.1230
SETD9	-0.12	45.13	NA	35.49	31.2002	0.3388085	0.1418	56.3734	N	47.9245
SETDB1	-1.46	3.81	NA	7.75	8.4735	5.21E-08	-1.3339	7.8788	N	9.7956
SETDB2	-0.07	48.69	NA	32.32	30.5642	0.002282771	-0.3422	33.8905	N	18.9255
SETMAR	0.31	72.6	NA	83.23	64.6073	0.05124018	0.2125	59.6285	N	92.2885
SETX	-0.14	42.88	NA	7.08	50.9347	6.76E-13	-1.4033	6.9306	N	39.6978
SEZ6	1.25	93.47	NA	74.16	53.3352	0.1290771	1.1272	88.6510	N	72.7146
SEZ6L	-2.03	1.69	NA	34.23	34.2146	0.000309454	0.5694	74.2033	N	54.5997
SEZ6L2	-1.12	6.58	NA	8.16	45.3927	0.0198706	-0.4361	30.0489	N	39.1304
SF1	-0.87	10.65	NA	12.77	3.3020	0.004698127	-0.8975	15.7380	N	46.3730
SF3A1	-0.78	12.77	NA	14.81	5.1272	0.002862137	-0.5628	25.2786	N	4.3362
SF3A2	NA	NA	NA	NA	2.1847	0.1923352	-0.1940	40.3030	Y	1.0305
SF3A3	-0.43	25.15	Y	19.23	2.1073	9.68E-05	-0.5762	24.8289	N	1.1231
SF3B1	-1.13	6.43	NA	3.79	0.5808	1.24E-05	-1.6657	4.8974	N	0.3242
SF3B2	-1.09	7.11	NA	4.77	8.6726	0.000104526	-1.3926	7.0381	N	5.9457
SF3B3	-1.02	8.04	NA	2.24	2.9646	6.83E-06	-1.9517	3.2747	N	2.3042
SF3B4	-0.3	32.62	Y	28.37	0.9347	0.0415675	-0.3906	31.8866	Y	0.4805
SF3B5	0.1	60.96	NA	50.18	9.3473	0.5535873	0.0143	50.1173	Y	4.8804
SF3B6	0.06	58	NA	56.19	7.3673	0.174554	0.0086	49.8436	Y	3.8905
SFI1	0.6	82.53	NA	94.95	68.8717	0.2770614	2.5928	98.6119	N	90.9280
SFMBT1	-0.64	16.63	NA	23.03	45.7688	3.93E-05	-0.4068	31.2121	N	25.2996
SFMBT2	-0.62	17.47	NA	28.11	30.4978	4.87E-06	-0.6255	23.1672	N	33.3353
SFN	-0.23	36.86	Y	56.01	72.1681	0.3120608	0.1505	56.7840	N	80.6808
SFPQ	NA	NA	NA	15.86	3.5785	0.001310119	-0.9526	14.2131	N	2.5821
SFR1	-0.12	44.89	Y	80.88	60.8020	0.4898394	0.3969	67.5953	N	83.6450
SFRP1	-0.47	23.04	Y	21.14	45.0996	0.3420921	-0.5191	26.8426	N	25.2359
SFRP2	-0.14	43.29	Y	42.86	11.2832	0.5611073	-0.1845	40.6843	N	19.8576
SFRP4	-0.25	35.99	NA	25.01	74.3142	0.854981	-0.3373	34.0860	N	83.9055
SFRP5	0.13	63.2	NA	67.25	98.1361	0.9967907	0.2201	59.9511	N	98.0027
SFSWAP	-0.96	9	NA	11.69	13.6726	0.000111823	-0.7665	19.0225	N	15.2840
SFT2D1	0.1	61.28	Y	70.09	50.6748	0.1654768	0.5156	72.3069	Y	30.1106
SFT2D2	-0.23	36.86	Y	59.88	66.0066	0.7878171	0.2277	60.2933	Y	95.6580
SFT2D3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFTA2	0.21	67.72	Y	50.45	26.7091	0.2926818	0.0029	49.5699	Y	34.9389
SFTA3	0.15	64.11	Y	68.87	96.7533	0.4155578	0.2665	61.9746	Y	87.7555
SFTPA1	0.46	78.46	NA	69.42	97.7489	0.7903832	0.3696	66.4516	N	91.2059
SFTPA2	0.62	83.25	NA	87.02	78.5675	0.7086174	0.3795	66.9013	N	68.9689
SFTPB	0.71	85.68	NA	93.25	36.2058	0.1354086	0.7270	79.6774	N	39.7788
SFTPC	0.22	68.13	NA	66.27	24.7566	0.4674022	0.2631	61.8280	N	21.2355
SFTPD	0.75	86.65	NA	67.18	86.7699	0.1087622	0.1528	56.8915	N	61.8885
SFXN1	0.17	65.96	NA	66.58	56.2113	0.02393306	0.2114	59.5797	N	62.6353
SFXN2	-0.42	25.56	NA	56.65	48.7887	0.3781894	0.3608	66.0802	N	87.6802
SFXN3	0.33	73.41	NA	42.81	63.3352	0.9725034	0.1886	58.6022	N	45.8461
SFXN4	-0.71	14.4	NA	13.78	47.5885	0.3186611	-0.5906	24.3500	N	53.8355
SFXN5	-0.78	12.88	NA	80.27	21.2389	0.1608698	0.6373	76.6764	N	96.2601
SGCA	-0.71	14.5	NA	78.65	34.9336	0.1948751	0.8039	81.7693	N	97.6785
SGCB	-0.23	37.11	Y	32.31	47.4392	0.3570277	0.0034	49.5894	N	54.5939
SGCD	-0.27	34.32	NA	71.05	21.4934	0.1893924	0.3042	63.6559	N	20.6044
SGCE	-0.54	20.54	NA	15.84	47.2179	0.1037944	-0.4955	27.7322	N	34.9505
SGCG	-0.14	43.77	NA	70.98	60.2378	0.285684	0.3125	63.9980	N	54.4549
SGCZ	-0.43	25.37	NA	23.29	38.1084	0.008804953	-0.5510	25.6794	N	29.8037
SGF29	-0.27	33.97	Y	41.86	1.3938	0.2304818	0.0110	49.9413	N	3.5373
SGIP1	-1.08	7.2	NA	8.31	56.5155	1.38E-07	-0.8559	16.7840	N	41.8109
SGK1	-0.29	33.42	NA	31.44	30.1493	0.000636189	-0.6742	21.7009	N	35.6336
SGK2	-0.31	32.06	NA	39.43	57.9093	0.8065216	-0.1422	42.6002	N	59.7059
SGK3	-0.32	31.46	Y	22.18	78.2467	0.09737187	-0.6891	21.2805	N	33.3295
SGK494	NA	NA	NA	NA	59.4027	0.4596197	NA	NA	NA	NA
SGMS1	-0.45	24	Y	26.31	9.2588	0.01531521	-0.5108	27.1457	N	5.4999
SGMS2	0.02	55.22	Y	28.31	16.1394	0.07000778	-0.4739	28.5337	N	19.5623
SGO1	0.71	85.68	NA	75.74	73.9878	0.1375276	0.0723	52.9814	N	67.4810
SGO2	2.25	98.21	NA	97.4	71.4049	0.01461693	1.2517	90.7331	N	63.9206
